brand,name,models,color,ram,storage,rom,screen,screen_size,sim,os,behind_camera,front_camera,url,error_url
Sony,Xperia XZs,"G8232, G8231, SOV35, 602SO, SO-03J","['Black', ' Warm Silver', ' Ice Blue']","['4GB', '4GB']","['32GB', '64GB']",32MB,"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm",Single SIM (Nano-SIM) - G8231,"Android 7.1 (Nougat), upgradable to Android 8.0 (Oreo)","['19 MP, f/2.0, 25mm (wide), 1/2.3"", predictive PDAF, Laser AF']","['13 MP, f/2.0, 22mm (wide), 1/3"", 1.12µm']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/sony_xperia_xzs-8599.php,-1
Sony,Xperia L1,"G3312, G3311, G3313","['Black', ' White', ' Pink']",['2GB'],['16GB'],32MB,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",Android 7.0 (Nougat),"['13 MP, f/2.2, AF']","['5 MP, f/2.2, 24mm (wide)']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/sony_xperia_l1-8619.php,-1
Sony,Xperia XZ1 Compact,"G8441, D5503, SO-02K","['Black', ' White Silver', ' Horizon Blue', ' Twilight Pink']",['4GB'],['32GB'],32MB,"IPS LCD capacitive touchscreen, 16M colors","4.6 inches, 58.3 cm",Nano-SIM,"Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)","['19 MP, f/2.0, 25mm (wide), 1/2.3"", 1.22µm, predictive PDAF, Laser AF']","['8 MP, f/2.4, 18mm, 1/4""']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/sony_xperia_xz1_compact-8610.php,-1
Sony,Xperia XA1 Plus,"G3416, G3412, G3426, G3421, G3423","['Black', ' Blue', ' Pink', ' Gold']","['3GB', '4GB']","['32GB', '32GB']",32MB,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","Android 7.0 (Nougat), upgradable to Android 8.0 (Oreo)","['23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF']","['8 MP, f/2.0, 23mm (wide), 1/4"", AF']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/sony_xperia_xa1_plus-8840.php,-1
Sony,Xperia XZ1,"G8341, G8342, F8341, F8342, G8343, SOV36, SO-01K","['Black', ' Warm Silver', ' Venus Pink', ' Moonlit Blue']",['4GB'],['64GB'],32MB,"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)","['19 MP, f/2.0, 25mm (wide), 1/2.3"", 1.22µm, predictive PDAF, Laser AF']","['13 MP, f/2.0, 22mm (wide), 1/3""']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/sony_xperia_xz1-8804.php,-1
Sony,Xperia R1 (Plus),"G2299, G2199","['Black', ' Silver']","['2GB', '3GB']","['16GB', '32GB']",32MB,"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm","Dual SIM (Nano-SIM, dual stand-by)",Android 7.1 (Nougat),"['13 MP, predictive PDAF']","['8 MP, predictive PDAF, 1/4""']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/sony_xperia_r1_(plus)-8922.php,-1
Sony,Xperia L2,"H4311, H3311, H4331, H3321","['Black', ' Gold', ' Pink']",['3GB'],['32GB'],32MB,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",Android 7.1.1 (Nougat),"['13 MP, f/2.0, 1/3.1"", AF']","['8 MP, f/2.4, 1/4""']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/sony_xperia_l2-8987.php,-1
Sony,Xperia XA2,"H4113, H3113, H4133, H3123","['Silver', ' Black', ' Blue', ' Pink']",['3GB'],['32GB'],32MB,"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",Android 8.0 (Oreo),"['23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF']","['8 MP, f/2.4, 1/4""']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/sony_xperia_xa2-8986.php,-1
Sony,Xperia XA2 Ultra,"H4213, H4233, H3213, H3223","['Silver', ' Black', ' Blue', ' Gold']","['4GB', '4GB']","['32GB', '64GB']",32MB,"IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",Android 8.0 (Oreo),"['23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF']","['16 MP, f/2.0, 23mm (wide), 1/2.6"", OIS, AF', '8 MP, f/2.4, 1/4""']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/sony_xperia_xa2_ultra-8985.php,-1
Sony,Xperia XZ2 Compact,"H8324, H8314","['Black', ' White Silver', ' Moss Green', ' Coral Pink']",['4GB'],['64GB'],32MB,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 64.5 cm","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)","['19 MP, f/2.0, 25mm (wide), 1/2.3"", 1.22µm, predictive PDAF, Laser AF']","['5 MP, f/2.2, 23mm (wide), 1/5""']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/sony_xperia_xz2_compact-9082.php,-1
Sony,Xperia XZ2,"H8266, H8216, H8296, H8276, 702SO","['Liquid Black', ' Liquid Silver', ' Deep Green', ' Ash Pink']","['4GB', '6GB']","['64GB', '64GB']",32MB,"IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 83.8 cm","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)","['19 MP, f/2.0, 25mm (wide), 1/2.3"", 1.22µm, predictive PDAF, Laser AF']","['5 MP, f/2.2, 1/5""']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/sony_xperia_xz2-9081.php,-1
Sony,Xperia XZ2 Premium,"H8166, H8116","['Chrome Black', ' Chrome Silver']",['6GB'],['64GB'],32MB,"IPS LCD capacitive touchscreen, 16M colors","5.8 inches, 91.5 cm","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)","['19 MP, f/1.8, 25mm (wide), 1/2.3"", 1.22µm, predictive PDAF, Laser AF', '12 MP B/W, f/1.6, 1/2.3"", 1.55µm, predictive PDAF, Laser AF']","['13 MP, f/2.0, 22mm (wide), 1/3"", 1.12µm']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/sony_xperia_xz2_premium-9166.php,-1
Sony,Xperia XA2 Plus,"H4413, H4493, H3413","['Silver', ' Black', ' Gold', ' Green']","['4GB', '6GB']","['32GB', '64GB']",32MB,"IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",Android 8.0 (Oreo),"['23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF']","['8 MP, f/2.4, 1/4""']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/sony_xperia_xa2_plus-9268.php,-1
Sony,Xperia XZ3,"H9436, H8416, H9493","['Black', ' Silver White', ' Forest Green', ' Bordeaux Red']","['4GB', '6GB']","['64GB', '64GB']",32MB,"P-OLED capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",Android 9.0 (Pie),"['19 MP, f/2.0, 25mm (wide), 1/2.3"", 1.22µm, predictive PDAF, Laser AF']","['13 MP, f/1.9, 23mm (wide), 1/3"", 1.12µm']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/sony_xperia_xz3-9232.php,-1
Sony,Xperia L3,"I3312, I4312, I4332, I3322","['Black', ' Gold', ' Silver']",['3GB'],['32GB'],32MB,"IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 83.8 cm","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",Android 8.0 (Oreo),"['13 MP, f/2.2, 26mm (wide), 1/3"", 1.12µm, PDAF', '2 MP, depth sensor']","['8 MP, f/2.0, 24mm (wide), 1/4"", 1.12µm']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/sony_xperia_l3-9592.php,-1
Sony,Xperia 10,"I3113, I4113, I4193, I3123","['Black', ' Navy', ' Silver', ' Pink']","['3GB', '4GB']","['64GB', '64GB']",32MB,"IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 84.1 cm","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",Android 9.0 (Pie),"['13 MP, f/2.0, 27mm (wide), 1/3"", 1.12µm, PDAF', '5 MP, f/2.4, 22mm (wide), 1/4"", 1.4µm, depth sensor']","['8 MP, f/2.0, 24mm (wide), 1/4"", 1.12µm']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/sony_xperia_10-9353.php,-1
Sony,Xperia 10 Plus,"I3213, I4213, I4293, I3223","['Black', ' Navy', ' Silver', ' Gold']","['4GB', '6GB']","['64GB', '64GB']",32MB,"IPS LCD capacitive touchscreen, 16M colors","6.5 inches, 98.7 cm","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",Android 9.0 (Pie),"['12 MP, f/1.8, 27mm (wide), 1/2.8"", 1.25µm, PDAF', '8 MP, f/2.4, 53mm (telephoto), 1/4"", 1.12µm, PDAF, 2x optical zoom']","['8 MP, f/2.0, 24mm (wide), 1/4"", 1.12µm']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/sony_xperia_10_plus-9591.php,-1
Sony,Xperia 1,"J8110, J8170, J9110","['Black', ' Gray', ' Purple', ' White']","['6GB', '6GB']","['64GB', '128GB']",32MB,"OLED capacitive touchscreen, 16M colors","6.5 inches, 98.6 cm","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",Android 9.0 (Pie),"['12 MP, f/1.6, 26mm (wide), 1/2.6"", 1.4µm, predictive Dual Pixel PDAF, 5-axis OIS', '12 MP, f/2.4, 52mm (telephoto), 1/3.4"", 1.0µm, predictive PDAF, 2x optical zoom, 5-axis OIS', '12 MP, f/2.4, 16mm (ultrawide), 1/3.4"", 1.0µm']","['8 MP, f/2.0, 24mm (wide), 1/4"", 1.12µm']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/sony_xperia_1-9543.php,-1
Sony,Xperia 5,"J8210, J8270, J9210","['Blue', ' Red', ' Black', ' Grey']",['6GB'],['128GB'],32MB,"OLED capacitive touchscreen, 16M colors","6.1 inches, 86.9 cm","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",Android 9.0 (Pie),"['12 MP, f/1.6, 26mm (wide), 1/2.6"", 1.4µm, predictive Dual Pixel PDAF, 5-axis OIS', '12 MP, f/2.4, 52mm (telephoto), 1/3.4"", 1.0µm, predictive PDAF, 2x optical zoom, 5-axis OIS', '12 MP, f/2.4, 16mm (ultrawide), 1/3.4"", 1.0µm']","['8 MP, f/2.0, 24mm (wide), 1/4"", 1.12µm']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/sony_xperia_5-9840.php,-1
LG,V20,"H990, H918, H910, LS997, US996, VS995, F800L, F800S, F800K, H915, H910PR","['Titan', ' Silver', ' Pink']","['4GB', '4GB']","['32GB', '64GB']",32MB,"IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 90.3 cm","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","Android 7.0 (Nougat), upgradable to Android 9.0 (Pie)","['16 MP, f/1.8, 29mm (standard), 1/2.6"", Laser AF, 3-axis OIS', '8 MP, f/2.4, 12mm (ultrawide), 1/3.2"", no AF']","['5 MP, f/1.9']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/lg_v20-8238.php,-1
LG,U,"F820, U, F820L","['White', ' black', ' pink']",['2GB'],['32GB'],32MB,"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm",Nano-SIM,Android 6.0 (Marshmallow),"['13 MP, AF']",['8 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/lg_u-8403.php,-1
LG,G Pad III 10.1 FHD,"F820, U, F820L",['Black'],['2GB'],['32GB'],32MB,"IPS LCD capacitive touchscreen, 16M colors","10.1 inches, 295.8 cm",Mini-SIM,Android 6.0.1 (Marshmallow),"['5 MP, AF']",['5 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/lg_g_pad_iii_10_1_fhd-8484.php,-1
LG,K3 (2017),"F820, U, F820L",['Black'],['1GB'],['8GB'],32MB,"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",Android 6.0.1 (Marshmallow),['5 MP'],['2 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/lg_k3_(2017)-8488.php,-1
LG,K3 (2017),"F820, U, F820L",['Black'],['1GB'],['8GB'],32MB,"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",Android 6.0.1 (Marshmallow),['5 MP'],['2 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/lg_k3_(2017)-8488.php,-1
LG,K7 (2017),X230,"['Titan', ' Brown']","['1GB', '2GB']","['8GB', '16GB']",32MB,"Capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",Android 6.0.1 (Marshmallow),"['8 MP, AF']",['5 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/lg_k7_(2017)-8817.php,-1
LG,K8 (2017),"X300, M200, US215, X240, LGM-K120L","['Silver', ' Titan', ' Gold', ' Dark Blue']",['1.5GB'],['16GB'],32MB,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 69.4 cm","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",Android 7.0 (Nougat),"['13 MP, f/2.2, 1/3"", 1.12µm, AF']","['5 MP, f/2.4, 1/5"", 1.12µm']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/lg_k8_(2017)-8490.php,-1
LG,K10 (2017),"M250, X400","['Black', ' Gold', ' Titan']",['2GB'],['16GB'],32MB,"IPS LCD capacitive touchscreen, 16M colors","5.3 inches, 77.4 cm","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","Android 7.0 (Nougat), upgradable to Android 8.0 (Oreo)","['13 MP, f/2.2, 1/3"", 1.12µm, AF']","['5 MP, f/2.4, 1/5"", 1.12µm']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/lg_k10_(2017)-8491.php,-1
LG,K20 plus,"LGMP260, TP260, VS501",['Black'],"['2GB', '2GB']","['16GB', '32GB']",32MB,"IPS LCD capacitive touchscreen, 16M colors","5.3 inches, 77.4 cm",Nano-SIM,Android 7.0 (Nougat),"['13 MP, f/2.2, 1/3"", 1.12µm, AF']","['5 MP, f/2.4, 1/5"", 1.12µm']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/lg_k20_plus-8678.php,-1
LG,Harmony,M257,['Black'],['1.5GB'],['16GB'],32MB,"IPS LCD capacitive touchscreen, 16M colors","5.3 inches, 77.4 cm",Nano-SIM,Android 7.0 (Nougat),"['8 MP, AF']",['5 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/lg_harmony-8679.php,-1
LG,Harmony,M257,['Black'],['1.5GB'],['16GB'],32MB,"IPS LCD capacitive touchscreen, 16M colors","5.3 inches, 77.4 cm",Nano-SIM,Android 7.0 (Nougat),"['8 MP, AF']",['5 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/lg_harmony-8679.php,-1
LG,Stylo 3 Plus,"TP450, M470",['Titan'],['2GB'],['32GB'],32MB,"IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 89.6 cm",Nano-SIM,Android 7.0 (Nougat),"['13 MP, 1/3"", 1.12µm, AF']",['5 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/lg_stylo_3_plus-8694.php,-1
LG,Watch Style,"TP450, M470","['Silver', ' Titanium', ' Rose Gold']",['512MB'],['4GB'],32MB,"P-OLED capacitive touchscreen, 16M colors","1.2 inches, 9.3 cm",No,"Android Wear 2.0, upgradable to 2.1",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/lg_watch_style-8551.php,-1
LG,Watch Sport,W280,"['Titanium', ' dark blue']",['768MB'],['4GB'],32MB,"P-OLED capacitive touchscreen, 16M colors","1.38 inches, 12.3 cm",Nano-SIM,"Android Wear 2.0, upgradable to 2.1",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/lg_watch_sport-8552.php,-1
LG,X power2,"M320, SP320, M327, M322, M320G, US601","['Black Titan', ' Shiny Titan', ' Shiny Gold', ' Shiny Blue']","['1.5GB', '2GB', '2GB']","['16GB', '16GB', '32GB']",32MB,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm",Single SIM or Dual SIM,"Android 7.0 (Nougat), upgradable to Android 8.1 (Oreo)","['13 MP, 1/3"", 1.12µm, AF']","['5 MP, 1/5"", 1.12µm']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/lg_x_power2-8584.php,-1
LG,G6,"H870, H870DS, H873, H870S, LGM-G600L, H872, H871, LS993, US997, vs988, VS988, LGM-G600K, LGM-G600S, AS993, LGUS997, H870AR, H872PR","['Astro Black', ' Ice Platinum', ' Terra Gold', ' Marine Blue', ' Mystic White', ' Raspberry Rose', ' Moroccan Blue', ' Lavender Violet']","['4GB', '4GB', '4GB']","['32GB', '64GB', '128GB']",32MB,"IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 84.1 cm","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Android 7.0 (Nougat), upgradable to Android 9.0 (Pie); LG UX 8 UI","['13 MP, f/1.8, 30mm (standard), 1/3"", 1.12µm, PDAF, 3-axis OIS', '13 MP, f/2.4, 12mm (ultrawide), no AF']","['5 MP, f/2.2, 18mm']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/lg_g6-8466.php,-1
LG,X venture,"H700, US701, M710","['Black', ' Chocolate Brown']",['2GB'],['32GB'],32MB,"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.9 cm",Nano-SIM,Android 7.0 (Nougat); LG UX 5,"['16 MP, f/2.2, AF']","['5 MP, f/2.2']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/lg_x_venture-8696.php,-1
LG,G Pad IV 8.0 FHD,"V533, LK460, V530, P530",['Dark Brown'],['2GB'],['32GB'],32MB,"IPS LCD capacitive touchscreen, 16M colors","8.0 inches, 185.6 cm",Nano-SIM,"Android 7.0 (Nougat), upgradable to Android 8.1 (Oreo)","['5 MP, AF']",['5 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/lg_g_pad_iv_8_0_fhd-8780.php,-1
LG,Q6,"M700, M703, LGM-X600L, LGM-X600K, LGM-X600S, US700","['Astro Black', ' Ice Platinum', ' Mystic White', ' Terra Gold']","['2GB', '3GB', '4GB']","['16GB', '32GB', '64GB']",32MB,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 77.0 cm","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","Android 7.1.1 (Nougat), upgradable to Android 8.0 (Oreo); LG UI 5.0","['13 MP, f/2.2, 1/3"", 1.12µm, AF']","['5 MP, f/2.2, 1/5"", 1.12µm']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/lg_q6-8756.php,-1
LG,Q8 (2017),"M700, M703, LGM-X600L, LGM-X600K, LGM-X600S, US700",['Titan'],['4GB'],['32GB'],32MB,"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.8 cm","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",Android 7.0 (Nougat),"['16 MP, f/1.8, 28mm (wide), 1/2.6"", Laser AF, 3-axis OIS', '8 MP, f/2.4, 10mm, 1/4"", no AF']","['5 MP, f/1.9, 1/5"", 1.12µm']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/lg_q8_(2017)-8781.php,-1
LG,V30,"H930, H931, H932, H933, VS996, US998, LS998U, LGM-V300L, LGM-V300K, LGM-V300S, LS998","['Aurora Black', ' Cloud Silver', ' Moroccan Blue', ' Lavender Violet', ' Raspberry Rose']","['4GB', '4GB']","['64GB', '128GB']",32MB,"P-OLED capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Android 7.1.2 (Nougat), upgradable to Android 9.0 (Pie)","['16 MP, f/1.6, 30mm (wide), 1.0µm, PDAF, Laser AF, 3-axis OIS', '13 MP, f/1.9, 12mm (ultrawide), no AF']","['5 MP, f/2.2, 22mm (wide), 1/5"", 1.12µm']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/lg_v30-8712.php,-1
LG,Aristo 2,"LM-X210, LM-X210(G), M210",['Titan'],['2GB'],['16GB'],32MB,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm",Nano-SIM,Android 7.1.2 (Nougat),"['13 MP, f/2.2, 1/3"", 1.12µm, PDAF']","['5 MP, f/2.4, 1/5"", 1.12µm']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/lg_aristo_2-9047.php,-1
LG,K8 (2018),X210,"['Aurora Black', ' Moroccan Blue', ' Terra Gold']",['2GB'],['16GB'],32MB,"S-IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",Android 7.1.2 (Nougat),[],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/lg_k8_(2018)-9073.php,-1
LG,K10 (2018),X210,"['Aurora Black', ' Moroccan Blue', ' Terra Gold']","['2GB', '3GB']","['16GB', '32GB']",32MB,"IPS LCD capacitive touchscreen, 16M colors","5.3 inches, 77.4 cm","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",Android 7.1.2 (Nougat),"['13 MP or 8 MP, PDAF']",['8 MP or 5 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/lg_k10_(2018)-9074.php,-1
LG,K30,"LM-X410.F, LM-X410(FG), LM-X410.FN, LM-X410.FGN, LM-X410PM","['New Aurora Black', ' Blue']",['2GB'],['32GB'],32MB,"IPS LCD capacitive touchscreen, 16M colors","5.3 inches, 77.4 cm",Nano-SIM,Android 7.1 (Nougat),"['13 MP, PDAF']",['5 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/lg_k30-9190.php,-1
LG,Zone 4,"LM-X410.F, LM-X410(FG), LM-X410.FN, LM-X410.FGN, LM-X410PM",['Moroccan Blue'],['2GB'],['16GB'],32MB,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm",Nano-SIM,Android 7.1.2 (Nougat),"['8 MP, AF']",['5 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/lg_zone_4-9122.php,-1
LG,V30S ThinQ,US998R,"['New Maroccan Blue', ' New Platinum Gray']","['6GB', '6GB']","['128GB', '256GB']",32MB,"P-OLED capacitive touchscreen, 16M colors","6.0 inches, 92.6 cm","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",Android 8.0 (Oreo); LG UX 6,"['16 MP, f/1.6, 30mm (normal), 1/3.1"", 1.0µm, PDAF, Laser AF, 3-axis OIS', '13 MP, f/1.9, 13mm (ultrawide), 1/3.4"", 1.0µm']","['5 MP, f/2.2, 22mm (wide), 1/5"", 1.12µm']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/lg_v30s_thinq-9090.php,-1
LG,G7 ThinQ,"LM-G710, LM-G710N, LM-G710VM, G710, SM-G710","['New Platinum Gray', ' New Aurora Black', ' New Moroccan Blue', ' Raspberry Rose']","['4GB', '6GB']","['64GB', '128GB']",32MB,"IPS LCD capacitive touchscreen, 16M colors","6.1 inches, 91.0 cm","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)","['16 MP, f/1.6, 30mm (standard), 1/3.1"", 1.0µm, PDAF, Laser AF, OIS', '16 MP, f/1.9, 16mm (ultrawide), 1/3.1"", no AF']","['8 MP, f/1.9, 26mm (wide)']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/lg_g7_thinq-9115.php,-1
LG,Q7,"LM-Q610, LM-Q610.FG, LM-Q610.FGN, LM-Q610(FGN), LM-Q610.YN","['Aurora Black', ' Moroccan Blue', ' Lavender Violet']","['3GB', '4GB']","['32GB', '64GB']",32MB,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 77.0 cm","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",Android 8.1 (Oreo),"['13 MP, f/2.2, 1/3"", 1.12µm, PDAF (Q7, Q7α)', '16 MP, PDAF (Q7+)']","['5 MP (Q7α)', '8 MP, f/1.9, 1/4"", 1.12µm (Q7, Q7+)']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/lg_q7-9206.php,-1
